start_time,end_time,exercise_title,set_index,weight_kg,reps
"3 Dec 2024, 13:04","3 Dec 2024, 14:56",Bench Press (Barbell),0,40,8
"3 Dec 2024, 13:04","3 Dec 2024, 14:56",Bench Press (Barbell),1,60,11
"3 Dec 2024, 13:04","3 Dec 2024, 14:56",Bench Press (Barbell),2,62.5,6
"3 Dec 2024, 13:04","3 Dec 2024, 14:56",Bench Press (Barbell),3,60,6
"3 Dec 2024, 13:04","3 Dec 2024, 14:56",Lat Pulldown - Close Grip (Cable),0,45,8
"3 Dec 2024, 13:04","3 Dec 2024, 14:56",Lat Pulldown - Close Grip (Cable),1,59,9
"3 Dec 2024, 13:04","3 Dec 2024, 14:56",Lat Pulldown - Close Grip (Cable),2,54.3,9
"3 Dec 2024, 13:04","3 Dec 2024, 14:56",Lat Pulldown - Close Grip (Cable),3,52,9
"3 Dec 2024, 13:04","3 Dec 2024, 14:56",Incline Bench Press (Dumbbell),0,24,7
"3 Dec 2024, 13:04","3 Dec 2024, 14:56",Incline Bench Press (Dumbbell),1,22,8
"3 Dec 2024, 13:04","3 Dec 2024, 14:56",Incline Bench Press (Smith Machine),0,41.3,9
"3 Dec 2024, 13:04","3 Dec 2024, 14:56",Iso-Lateral Row (Machine),0,45,11
"3 Dec 2024, 13:04","3 Dec 2024, 14:56",Seated Row (Machine),0,52,12
"3 Dec 2024, 13:04","3 Dec 2024, 14:56",Seated Row (Machine),1,52,12
"3 Dec 2024, 13:04","3 Dec 2024, 14:56",Pullover (Dumbbell),0,12,12
"3 Dec 2024, 13:04","3 Dec 2024, 14:56",Pullover (Dumbbell),1,14,10
"3 Dec 2024, 13:04","3 Dec 2024, 14:56",Pullover (Dumbbell),2,14,10
"2 Dec 2024, 17:04","2 Dec 2024, 18:22",Bicep Curl (Dumbbell),0,12,6
"2 Dec 2024, 17:04","2 Dec 2024, 18:22",Bicep Curl (Dumbbell),1,14,10
"2 Dec 2024, 17:04","2 Dec 2024, 18:22",Bicep Curl (Dumbbell),2,14,9
"2 Dec 2024, 17:04","2 Dec 2024, 18:22",Bayesian Cable Curl,0,10.2,10
"2 Dec 2024, 17:04","2 Dec 2024, 18:22",Bayesian Cable Curl,1,10.2,7
"2 Dec 2024, 17:04","2 Dec 2024, 18:22",Hammer Curl (Dumbbell),0,12,10
"2 Dec 2024, 17:04","2 Dec 2024, 18:22",Hammer Curl (Dumbbell),1,12,9
"2 Dec 2024, 17:04","2 Dec 2024, 18:22",Triceps Pushdown,0,11.3,10
"2 Dec 2024, 17:04","2 Dec 2024, 18:22",Triceps Pushdown,1,24.8,15
"2 Dec 2024, 17:04","2 Dec 2024, 18:22",Triceps Pushdown,2,31.5,6
"2 Dec 2024, 17:04","2 Dec 2024, 18:22",Triceps Pushdown,3,27,3
"2 Dec 2024, 17:04","2 Dec 2024, 18:22",Triceps Pushdown,4,27,9
"2 Dec 2024, 17:04","2 Dec 2024, 18:22",Triceps Extension (Cable),0,20.3,13
"2 Dec 2024, 17:04","2 Dec 2024, 18:22",Triceps Extension (Cable),1,22.5,11
"2 Dec 2024, 17:04","2 Dec 2024, 18:22",Triceps Extension (Cable),2,22.5,10
"2 Dec 2024, 17:04","2 Dec 2024, 18:22",Rear Delt Reverse Fly (Cable),0,4.5,11
"2 Dec 2024, 17:04","2 Dec 2024, 18:22",Rear Delt Reverse Fly (Cable),1,4.5,10
"2 Dec 2024, 17:04","2 Dec 2024, 18:22",Lateral Raise (Machine),0,45,12
"2 Dec 2024, 17:04","2 Dec 2024, 18:22",Lateral Raise (Machine),1,50,9
"2 Dec 2024, 17:04","2 Dec 2024, 18:22",Lateral Raise (Machine),2,41,3
"2 Dec 2024, 17:04","2 Dec 2024, 18:22",Lateral Raise (Machine),3,50,6
"2 Dec 2024, 17:04","2 Dec 2024, 18:22",Lateral Raise (Machine),4,41,5
"27 Nov 2024, 14:04","27 Nov 2024, 15:00",Lat Pulldown (Cable),0,52,10
"27 Nov 2024, 14:04","27 Nov 2024, 15:00",Lat Pulldown (Cable),1,66,9
"27 Nov 2024, 14:04","27 Nov 2024, 15:00",Lat Pulldown (Cable),2,66,5
"27 Nov 2024, 14:04","27 Nov 2024, 15:00",Lat Pulldown (Cable),3,59,2
"27 Nov 2024, 14:04","27 Nov 2024, 15:00",Lat Pulldown (Cable),4,52,10
"27 Nov 2024, 14:04","27 Nov 2024, 15:00",Iso-Lateral Row (Machine),0,59,7
"27 Nov 2024, 14:04","27 Nov 2024, 15:00",Iso-Lateral Row (Machine),1,52,3
"27 Nov 2024, 14:04","27 Nov 2024, 15:00",Iso-Lateral Row (Machine),2,52,11
"27 Nov 2024, 14:04","27 Nov 2024, 15:00",Iso-Lateral Row (Machine),3,52,8
"27 Nov 2024, 14:04","27 Nov 2024, 15:00",Rear Delt Reverse Fly (Machine),0,45,9
"27 Nov 2024, 14:04","27 Nov 2024, 15:00",Rear Delt Reverse Fly (Machine),1,45,7
"27 Nov 2024, 14:04","27 Nov 2024, 15:00",Rear Delt Reverse Fly (Machine),2,39,9
"27 Nov 2024, 14:04","27 Nov 2024, 15:00",Triceps Pushdown,0,27,10
"27 Nov 2024, 14:04","27 Nov 2024, 15:00",Triceps Pushdown,1,64,7
"27 Nov 2024, 14:04","27 Nov 2024, 15:00",Triceps Pushdown,2,59,7
"27 Nov 2024, 14:04","27 Nov 2024, 15:00",Triceps Pushdown,3,54,7
"27 Nov 2024, 14:04","27 Nov 2024, 15:00",Triceps Extension (Cable),0,43.3,9
"27 Nov 2024, 14:04","27 Nov 2024, 15:00",Triceps Extension (Cable),1,43.3,7
"25 Nov 2024, 16:39","25 Nov 2024, 17:45",Bench Press (Barbell),0,40,10
"25 Nov 2024, 16:39","25 Nov 2024, 17:45",Bench Press (Barbell),1,60,10
"25 Nov 2024, 16:39","25 Nov 2024, 17:45",Bench Press (Barbell),2,60,8
"25 Nov 2024, 16:39","25 Nov 2024, 17:45",Bench Press (Barbell),3,60,4
"25 Nov 2024, 16:39","25 Nov 2024, 17:45",Butterfly (Pec Deck),0,66,12
"25 Nov 2024, 16:39","25 Nov 2024, 17:45",Butterfly (Pec Deck),1,66,7
"25 Nov 2024, 16:39","25 Nov 2024, 17:45",Butterfly (Pec Deck),2,59,2
"25 Nov 2024, 16:39","25 Nov 2024, 17:45",Butterfly (Pec Deck),3,59,5
"25 Nov 2024, 16:39","25 Nov 2024, 17:45",Iso-Lateral Chest Press (Machine),0,29.3,9
"25 Nov 2024, 16:39","25 Nov 2024, 17:45",Iso-Lateral Chest Press (Machine),1,29.3,4
"25 Nov 2024, 16:39","25 Nov 2024, 17:45",Iso-Lateral Chest Press (Machine),2,26.8,7
"25 Nov 2024, 16:39","25 Nov 2024, 17:45",Bicep Curl (Dumbbell),0,14,12
"25 Nov 2024, 16:39","25 Nov 2024, 17:45",Bicep Curl (Dumbbell),1,14,8
"25 Nov 2024, 16:39","25 Nov 2024, 17:45",Reverse Curl (Cable),0,11.3,13
"25 Nov 2024, 16:39","25 Nov 2024, 17:45",Reverse Curl (Cable),1,13.5,12
"25 Nov 2024, 16:39","25 Nov 2024, 17:45",Hammer Curl (Dumbbell),0,12,12
"25 Nov 2024, 16:39","25 Nov 2024, 17:45",Hammer Curl (Dumbbell),1,12,10
"20 Nov 2024, 12:12","20 Nov 2024, 13:11",Lat Pulldown (Cable),0,52,10
"20 Nov 2024, 12:12","20 Nov 2024, 13:11",Lat Pulldown (Cable),1,66,8
"20 Nov 2024, 12:12","20 Nov 2024, 13:11",Lat Pulldown (Cable),2,59,7
"20 Nov 2024, 12:12","20 Nov 2024, 13:11",Lat Pulldown (Cable),3,52,8
"20 Nov 2024, 12:12","20 Nov 2024, 13:11",Seated Cable Row - Bar Wide Grip,0,52,9
"20 Nov 2024, 12:12","20 Nov 2024, 13:11",Seated Cable Row - Bar Wide Grip,1,47.3,9
"20 Nov 2024, 12:12","20 Nov 2024, 13:11",Rear Delt Reverse Fly (Machine),0,45,9
"20 Nov 2024, 12:12","20 Nov 2024, 13:11",Rear Delt Reverse Fly (Machine),1,45,8
"20 Nov 2024, 12:12","20 Nov 2024, 13:11",Seated Row (Machine),0,66,2
"20 Nov 2024, 12:12","20 Nov 2024, 13:11",Seated Row (Machine),1,59,9
"20 Nov 2024, 12:12","20 Nov 2024, 13:11",Seated Row (Machine),2,59,10
"20 Nov 2024, 12:12","20 Nov 2024, 13:11",Triceps Pushdown,0,27,10
"20 Nov 2024, 12:12","20 Nov 2024, 13:11",Triceps Pushdown,1,64,8
"20 Nov 2024, 12:12","20 Nov 2024, 13:11",Triceps Pushdown,2,59,9
"20 Nov 2024, 12:12","20 Nov 2024, 13:11",Triceps Extension (Cable),0,43.3,11
"20 Nov 2024, 12:12","20 Nov 2024, 13:11",Triceps Extension (Cable),1,43.3,9
"18 Nov 2024, 16:11","18 Nov 2024, 17:07",Hack Squat (Machine),0,47.6,10
"18 Nov 2024, 16:11","18 Nov 2024, 17:07",Hack Squat (Machine),1,97.6,12
"18 Nov 2024, 16:11","18 Nov 2024, 17:07",Hack Squat (Machine),2,107.6,8
"18 Nov 2024, 16:11","18 Nov 2024, 17:07",Hack Squat (Machine),3,113.6,6
"18 Nov 2024, 16:11","18 Nov 2024, 17:07",Romanian Deadlift (Barbell),0,60,8
"18 Nov 2024, 16:11","18 Nov 2024, 17:07",Romanian Deadlift (Barbell),1,100,5
"18 Nov 2024, 16:11","18 Nov 2024, 17:07",Seated Leg Curl (Machine),0,53.1,13
"18 Nov 2024, 16:11","18 Nov 2024, 17:07",Seated Leg Curl (Machine),1,0.59,14
"18 Nov 2024, 16:11","18 Nov 2024, 17:07",Seated Leg Curl (Machine),2,0.66,10
"17 Nov 2024, 12:46","17 Nov 2024, 14:04",Incline Bench Press (Dumbbell),0,16,10
"17 Nov 2024, 12:46","17 Nov 2024, 14:04",Incline Bench Press (Dumbbell),1,26,8
"17 Nov 2024, 12:46","17 Nov 2024, 14:04",Incline Bench Press (Dumbbell),2,26,7
"17 Nov 2024, 12:46","17 Nov 2024, 14:04",Incline Bench Press (Dumbbell),3,24,9
"17 Nov 2024, 12:46","17 Nov 2024, 14:04",Supine Press,0,30,11
"17 Nov 2024, 12:46","17 Nov 2024, 14:04",Supine Press,1,30,11
"17 Nov 2024, 12:46","17 Nov 2024, 14:04",Supine Press,2,32.5,8
"17 Nov 2024, 12:46","17 Nov 2024, 14:04",Butterfly (Pec Deck),0,66,6
"17 Nov 2024, 12:46","17 Nov 2024, 14:04",Butterfly (Pec Deck),1,59,3
"17 Nov 2024, 12:46","17 Nov 2024, 14:04",Butterfly (Pec Deck),2,59,8
"17 Nov 2024, 12:46","17 Nov 2024, 14:04",Butterfly (Pec Deck),3,59,7
"17 Nov 2024, 12:46","17 Nov 2024, 14:04",Butterfly (Pec Deck),4,52,2
"17 Nov 2024, 12:46","17 Nov 2024, 14:04",Reverse Curl (Cable),0,27,16
"17 Nov 2024, 12:46","17 Nov 2024, 14:04",Reverse Curl (Cable),1,32,10
"17 Nov 2024, 12:46","17 Nov 2024, 14:04",Bicep Curl (Dumbbell),0,14,10
"17 Nov 2024, 12:46","17 Nov 2024, 14:04",Bicep Curl (Dumbbell),1,14,8
"17 Nov 2024, 12:46","17 Nov 2024, 14:04",Seated Incline Curl (Dumbbell),0,12,8
"17 Nov 2024, 12:46","17 Nov 2024, 14:04",Seated Incline Curl (Dumbbell),1,12,7
"17 Nov 2024, 12:46","17 Nov 2024, 14:04",Single Arm Lateral Raise (Cable),0,14,8
"17 Nov 2024, 12:46","17 Nov 2024, 14:04",Single Arm Lateral Raise (Cable),1,11.3,9
"17 Nov 2024, 12:46","17 Nov 2024, 14:04",Single Arm Lateral Raise (Cable),2,9,12
"14 Nov 2024, 12:21","14 Nov 2024, 13:38",Seated Leg Curl (Machine),0,25,10
"14 Nov 2024, 12:21","14 Nov 2024, 13:38",Seated Leg Curl (Machine),1,54.3,10
"14 Nov 2024, 12:21","14 Nov 2024, 13:38",Seated Leg Curl (Machine),2,54.3,5
"14 Nov 2024, 12:21","14 Nov 2024, 13:38",Seated Leg Curl (Machine),3,47.3,5
"14 Nov 2024, 12:21","14 Nov 2024, 13:38",Seated Leg Curl (Machine),4,47.3,8
"14 Nov 2024, 12:21","14 Nov 2024, 13:38",Hack Squat (Machine),0,47.6,10
"14 Nov 2024, 12:21","14 Nov 2024, 13:38",Hack Squat (Machine),1,87.6,12
"14 Nov 2024, 12:21","14 Nov 2024, 13:38",Hack Squat (Machine),2,97.6,9
"14 Nov 2024, 12:21","14 Nov 2024, 13:38",Hack Squat (Machine),3,87.6,3
"14 Nov 2024, 12:21","14 Nov 2024, 13:38",Romanian Deadlift (Barbell),0,60,10
"14 Nov 2024, 12:21","14 Nov 2024, 13:38",Romanian Deadlift (Barbell),1,100,12
"14 Nov 2024, 12:21","14 Nov 2024, 13:38",Bulgarian Split Squat,0,12,12
"14 Nov 2024, 12:21","14 Nov 2024, 13:38",Bulgarian Split Squat,1,14,12
"14 Nov 2024, 12:21","14 Nov 2024, 13:38",Leg Raise Parallel Bars,0,,20
"14 Nov 2024, 12:21","14 Nov 2024, 13:38",Leg Raise Parallel Bars,1,,20
"14 Nov 2024, 12:21","14 Nov 2024, 13:38",Leg Raise Parallel Bars,2,,15
"13 Nov 2024, 14:35","13 Nov 2024, 15:43",Lat Pulldown (Cable),0,52,10
"13 Nov 2024, 14:35","13 Nov 2024, 15:43",Lat Pulldown (Cable),1,66,6
"13 Nov 2024, 14:35","13 Nov 2024, 15:43",Lat Pulldown (Cable),2,59,7
"13 Nov 2024, 14:35","13 Nov 2024, 15:43",Lat Pulldown (Cable),3,52,8
"13 Nov 2024, 14:35","13 Nov 2024, 15:43",Seated Row (Machine),0,66,8
"13 Nov 2024, 14:35","13 Nov 2024, 15:43",Seated Row (Machine),1,59,8
"13 Nov 2024, 14:35","13 Nov 2024, 15:43",Seated Row (Machine),2,54.3,10
"13 Nov 2024, 14:35","13 Nov 2024, 15:43",Seated Cable Row - Bar Wide Grip,0,52,9
"13 Nov 2024, 14:35","13 Nov 2024, 15:43",Seated Cable Row - Bar Wide Grip,1,47.3,9
"13 Nov 2024, 14:35","13 Nov 2024, 15:43",Seated Cable Row - Bar Wide Grip,2,47.3,8
"13 Nov 2024, 14:35","13 Nov 2024, 15:43",Seated Cable Row - Bar Wide Grip,3,41.3,3
"13 Nov 2024, 14:35","13 Nov 2024, 15:43",Rear Delt Reverse Fly (Machine),0,45,9
"13 Nov 2024, 14:35","13 Nov 2024, 15:43",Rear Delt Reverse Fly (Machine),1,45,7
"13 Nov 2024, 14:35","13 Nov 2024, 15:43",Rear Delt Reverse Fly (Machine),2,39,3
"13 Nov 2024, 14:35","13 Nov 2024, 15:43",Rear Delt Reverse Fly (Machine),3,39,8
"13 Nov 2024, 14:35","13 Nov 2024, 15:43",Triceps Pushdown,0,27,10
"13 Nov 2024, 14:35","13 Nov 2024, 15:43",Triceps Pushdown,1,59,12
"13 Nov 2024, 14:35","13 Nov 2024, 15:43",Triceps Pushdown,2,61.3,6
"13 Nov 2024, 14:35","13 Nov 2024, 15:43",Triceps Pushdown,3,56.3,2
"13 Nov 2024, 14:35","13 Nov 2024, 15:43",Triceps Pushdown,4,56.3,8
"13 Nov 2024, 14:35","13 Nov 2024, 15:43",Triceps Extension (Cable),0,43.3,9
"13 Nov 2024, 14:35","13 Nov 2024, 15:43",Triceps Extension (Cable),1,43.3,8
"13 Nov 2024, 14:35","13 Nov 2024, 15:43",Triceps Extension (Cable),2,41,8
"10 Nov 2024, 13:23","10 Nov 2024, 15:10",Incline Bench Press (Dumbbell),0,16,10
"10 Nov 2024, 13:23","10 Nov 2024, 15:10",Incline Bench Press (Dumbbell),1,26,8
"10 Nov 2024, 13:23","10 Nov 2024, 15:10",Incline Bench Press (Dumbbell),2,26,6
"10 Nov 2024, 13:23","10 Nov 2024, 15:10",Incline Bench Press (Dumbbell),3,24,7
"10 Nov 2024, 13:23","10 Nov 2024, 15:10",Iso-Lateral Chest Press (Machine),0,29.3,12
"10 Nov 2024, 13:23","10 Nov 2024, 15:10",Iso-Lateral Chest Press (Machine),1,29.3,10
"10 Nov 2024, 13:23","10 Nov 2024, 15:10",Iso-Lateral Chest Press (Machine),2,31.8,7
"10 Nov 2024, 13:23","10 Nov 2024, 15:10",Butterfly (Pec Deck),0,66,12
"10 Nov 2024, 13:23","10 Nov 2024, 15:10",Butterfly (Pec Deck),1,66,8
"10 Nov 2024, 13:23","10 Nov 2024, 15:10",Butterfly (Pec Deck),2,59,2
"10 Nov 2024, 13:23","10 Nov 2024, 15:10",Butterfly (Pec Deck),3,66,7
"10 Nov 2024, 13:23","10 Nov 2024, 15:10",Butterfly (Pec Deck),4,59,2
"10 Nov 2024, 13:23","10 Nov 2024, 15:10",Bicep Curl (Dumbbell),0,14,12
"10 Nov 2024, 13:23","10 Nov 2024, 15:10",Bicep Curl (Dumbbell),1,14,9
"10 Nov 2024, 13:23","10 Nov 2024, 15:10",Seated Incline Curl (Dumbbell),0,12,8
"10 Nov 2024, 13:23","10 Nov 2024, 15:10",Seated Incline Curl (Dumbbell),1,12,6
"10 Nov 2024, 13:23","10 Nov 2024, 15:10",Preacher Curl (Hammer),0,12,8
"10 Nov 2024, 13:23","10 Nov 2024, 15:10",Preacher Curl (Hammer),1,12,8
"10 Nov 2024, 13:23","10 Nov 2024, 15:10",Lateral Raise (Machine),0,45,10
"10 Nov 2024, 13:23","10 Nov 2024, 15:10",Lateral Raise (Machine),1,45,10
"10 Nov 2024, 13:23","10 Nov 2024, 15:10",Lateral Raise (Machine),2,45,11
"10 Nov 2024, 13:23","10 Nov 2024, 15:10",Lateral Raise (Machine),3,50,6
"10 Nov 2024, 13:23","10 Nov 2024, 15:10",Lateral Raise (Machine),4,45,2
"10 Nov 2024, 13:23","10 Nov 2024, 15:10",Lateral Raise (Machine),5,45,5
"10 Nov 2024, 13:23","10 Nov 2024, 15:10",Lateral Raise (Machine),6,41,3
"9 Nov 2024, 14:11","9 Nov 2024, 15:46",Lat Pulldown (Cable),0,52,10
"9 Nov 2024, 14:11","9 Nov 2024, 15:46",Lat Pulldown (Cable),1,66,7
"9 Nov 2024, 14:11","9 Nov 2024, 15:46",Lat Pulldown (Cable),2,59,7
"9 Nov 2024, 14:11","9 Nov 2024, 15:46",Lat Pulldown (Cable),3,54.3,7
"9 Nov 2024, 14:11","9 Nov 2024, 15:46",Iso-Lateral Row (Machine),0,31.3,12
"9 Nov 2024, 14:11","9 Nov 2024, 15:46",Iso-Lateral Row (Machine),1,36.3,11
"9 Nov 2024, 14:11","9 Nov 2024, 15:46",Iso-Lateral Row (Machine),2,38.8,8
"9 Nov 2024, 14:11","9 Nov 2024, 15:46",Seated Cable Row - Bar Wide Grip,0,52,9
"9 Nov 2024, 14:11","9 Nov 2024, 15:46",Seated Cable Row - Bar Wide Grip,1,47.3,9
"9 Nov 2024, 14:11","9 Nov 2024, 15:46",Seated Cable Row - Bar Wide Grip,2,45,11
"9 Nov 2024, 14:11","9 Nov 2024, 15:46",Triceps Pushdown,0,27,10
"9 Nov 2024, 14:11","9 Nov 2024, 15:46",Triceps Pushdown,1,59,12
"9 Nov 2024, 14:11","9 Nov 2024, 15:46",Triceps Pushdown,2,66,4
"9 Nov 2024, 14:11","9 Nov 2024, 15:46",Triceps Pushdown,3,59,4
"9 Nov 2024, 14:11","9 Nov 2024, 15:46",Triceps Pushdown,4,59,5
"9 Nov 2024, 14:11","9 Nov 2024, 15:46",Triceps Pushdown,5,54,2
"9 Nov 2024, 14:11","9 Nov 2024, 15:46",Triceps Extension (Cable),0,41,10
"9 Nov 2024, 14:11","9 Nov 2024, 15:46",Triceps Extension (Cable),1,41,8
"9 Nov 2024, 14:11","9 Nov 2024, 15:46",Triceps Extension (Cable),2,38.3,9
"8 Nov 2024, 15:47","8 Nov 2024, 17:20",Seated Leg Curl (Machine),0,25,12
"8 Nov 2024, 15:47","8 Nov 2024, 17:20",Seated Leg Curl (Machine),1,54.3,12
"8 Nov 2024, 15:47","8 Nov 2024, 17:20",Seated Leg Curl (Machine),2,54.3,8
"8 Nov 2024, 15:47","8 Nov 2024, 17:20",Seated Leg Curl (Machine),3,47.3,11
"8 Nov 2024, 15:47","8 Nov 2024, 17:20",Squat (Barbell),0,40,10
"8 Nov 2024, 15:47","8 Nov 2024, 17:20",Squat (Barbell),1,60,6
"8 Nov 2024, 15:47","8 Nov 2024, 17:20",Squat (Barbell),2,80,6
"8 Nov 2024, 15:47","8 Nov 2024, 17:20",Squat (Barbell),3,90,3
"8 Nov 2024, 15:47","8 Nov 2024, 17:20",Romanian Deadlift (Barbell),0,60,10
"8 Nov 2024, 15:47","8 Nov 2024, 17:20",Romanian Deadlift (Barbell),1,80,10
"8 Nov 2024, 15:47","8 Nov 2024, 17:20",Romanian Deadlift (Barbell),2,100,8
"8 Nov 2024, 15:47","8 Nov 2024, 17:20",Romanian Deadlift (Barbell),3,120,1
"8 Nov 2024, 15:47","8 Nov 2024, 17:20",Bulgarian Split Squat,0,12,11
"8 Nov 2024, 15:47","8 Nov 2024, 17:20",Bulgarian Split Squat,1,12,8
"7 Nov 2024, 17:04","7 Nov 2024, 18:40",Incline Bench Press (Dumbbell),0,16,10
"7 Nov 2024, 17:04","7 Nov 2024, 18:40",Incline Bench Press (Dumbbell),1,26,7
"7 Nov 2024, 17:04","7 Nov 2024, 18:40",Incline Bench Press (Dumbbell),2,26,6
"7 Nov 2024, 17:04","7 Nov 2024, 18:40",Incline Bench Press (Dumbbell),3,24,6
"7 Nov 2024, 17:04","7 Nov 2024, 18:40",Incline Bench Press (Smith Machine),0,41.3,11
"7 Nov 2024, 17:04","7 Nov 2024, 18:40",Incline Bench Press (Smith Machine),1,46.3,8
"7 Nov 2024, 17:04","7 Nov 2024, 18:40",Incline Bench Press (Smith Machine),2,41.3,11
"7 Nov 2024, 17:04","7 Nov 2024, 18:40",Cable Fly Crossovers,0,14,11
"7 Nov 2024, 17:04","7 Nov 2024, 18:40",Cable Fly Crossovers,1,18,5
"7 Nov 2024, 17:04","7 Nov 2024, 18:40",Cable Fly Crossovers,2,16.3,3
"7 Nov 2024, 17:04","7 Nov 2024, 18:40",Cable Fly Crossovers,3,16.3,8
"7 Nov 2024, 17:04","7 Nov 2024, 18:40",Bicep Curl (Dumbbell),0,14,12
"7 Nov 2024, 17:04","7 Nov 2024, 18:40",Bicep Curl (Dumbbell),1,14,10
"7 Nov 2024, 17:04","7 Nov 2024, 18:40",Seated Incline Curl (Dumbbell),0,12,8
"7 Nov 2024, 17:04","7 Nov 2024, 18:40",Seated Incline Curl (Dumbbell),1,12,7
"7 Nov 2024, 17:04","7 Nov 2024, 18:40",Hammer Curl (Dumbbell),0,12,9
"7 Nov 2024, 17:04","7 Nov 2024, 18:40",Hammer Curl (Dumbbell),1,12,11
"7 Nov 2024, 17:04","7 Nov 2024, 18:40",Lateral Raise (Dumbbell),0,12,12
"7 Nov 2024, 17:04","7 Nov 2024, 18:40",Lateral Raise (Dumbbell),1,12,9
"7 Nov 2024, 17:04","7 Nov 2024, 18:40",Lateral Raise (Dumbbell),2,10,8
"7 Nov 2024, 17:04","7 Nov 2024, 18:40",Lateral Raise (Dumbbell),3,8,8
"5 Nov 2024, 15:24","5 Nov 2024, 17:03",Lat Pulldown (Cable),0,52,10
"5 Nov 2024, 15:24","5 Nov 2024, 17:03",Lat Pulldown (Cable),1,59,10
"5 Nov 2024, 15:24","5 Nov 2024, 17:03",Lat Pulldown (Cable),2,66,6
"5 Nov 2024, 15:24","5 Nov 2024, 17:03",Lat Pulldown (Cable),3,66,5
"5 Nov 2024, 15:24","5 Nov 2024, 17:03",Lat Pulldown (Cable),4,59,2
"5 Nov 2024, 15:24","5 Nov 2024, 17:03",Chest Supported Incline Row (Dumbbell),0,20,12
"5 Nov 2024, 15:24","5 Nov 2024, 17:03",Chest Supported Incline Row (Dumbbell),1,24,8
"5 Nov 2024, 15:24","5 Nov 2024, 17:03",Dumbbell Row,0,24,12
"5 Nov 2024, 15:24","5 Nov 2024, 17:03",Seated Row (Machine),0,66,8
"5 Nov 2024, 15:24","5 Nov 2024, 17:03",Seated Row (Machine),1,59,9
"5 Nov 2024, 15:24","5 Nov 2024, 17:03",Seated Row (Machine),2,52,10
"5 Nov 2024, 15:24","5 Nov 2024, 17:03",Rear Delt Reverse Fly (Machine),0,39,10
"5 Nov 2024, 15:24","5 Nov 2024, 17:03",Rear Delt Reverse Fly (Machine),1,39,8
"5 Nov 2024, 15:24","5 Nov 2024, 17:03",Rear Delt Reverse Fly (Machine),2,45,5
"5 Nov 2024, 15:24","5 Nov 2024, 17:03",Rear Delt Reverse Fly (Machine),3,39,2
"5 Nov 2024, 15:24","5 Nov 2024, 17:03",Triceps Pushdown,0,27,10
"5 Nov 2024, 15:24","5 Nov 2024, 17:03",Triceps Pushdown,1,59,11
"5 Nov 2024, 15:24","5 Nov 2024, 17:03",Triceps Pushdown,2,59,9
"5 Nov 2024, 15:24","5 Nov 2024, 17:03",Triceps Pushdown,3,59,8
"5 Nov 2024, 15:24","5 Nov 2024, 17:03",Triceps Extension (Cable),0,36,12
"5 Nov 2024, 15:24","5 Nov 2024, 17:03",Triceps Extension (Cable),1,38.3,11
"5 Nov 2024, 15:24","5 Nov 2024, 17:03",Triceps Extension (Cable),2,41,10
"4 Nov 2024, 15:27","4 Nov 2024, 16:35",Seated Leg Curl (Machine),0,25,15
"4 Nov 2024, 15:27","4 Nov 2024, 16:35",Seated Leg Curl (Machine),1,54.3,9
"4 Nov 2024, 15:27","4 Nov 2024, 16:35",Seated Leg Curl (Machine),2,54.3,6
"4 Nov 2024, 15:27","4 Nov 2024, 16:35",Seated Leg Curl (Machine),3,47.3,10
"4 Nov 2024, 15:27","4 Nov 2024, 16:35",Squat (Barbell),0,40,10
"4 Nov 2024, 15:27","4 Nov 2024, 16:35",Squat (Barbell),1,60,5
"4 Nov 2024, 15:27","4 Nov 2024, 16:35",Squat (Barbell),2,70,6
"4 Nov 2024, 15:27","4 Nov 2024, 16:35",Squat (Barbell),3,80,5
"4 Nov 2024, 15:27","4 Nov 2024, 16:35",Romanian Deadlift (Barbell),0,60,10
"4 Nov 2024, 15:27","4 Nov 2024, 16:35",Romanian Deadlift (Barbell),1,80,12
"4 Nov 2024, 15:27","4 Nov 2024, 16:35",Romanian Deadlift (Barbell),2,90,8
"4 Nov 2024, 15:27","4 Nov 2024, 16:35",Leg Extension (Machine),0,66,11
"4 Nov 2024, 15:27","4 Nov 2024, 16:35",Leg Extension (Machine),1,66,12
"3 Nov 2024, 17:41","3 Nov 2024, 19:26",Incline Bench Press (Dumbbell),0,16,8
"3 Nov 2024, 17:41","3 Nov 2024, 19:26",Incline Bench Press (Dumbbell),1,26,7
"3 Nov 2024, 17:41","3 Nov 2024, 19:26",Incline Bench Press (Dumbbell),2,26,7
"3 Nov 2024, 17:41","3 Nov 2024, 19:26",Incline Bench Press (Dumbbell),3,24,7
"3 Nov 2024, 17:41","3 Nov 2024, 19:26",Iso-Lateral Chest Press (Machine),0,29.3,11
"3 Nov 2024, 17:41","3 Nov 2024, 19:26",Iso-Lateral Chest Press (Machine),1,29.03,6
"3 Nov 2024, 17:41","3 Nov 2024, 19:26",Iso-Lateral Chest Press (Machine),2,26.8,2
"3 Nov 2024, 17:41","3 Nov 2024, 19:26",Iso-Lateral Chest Press (Machine),3,26.8,9
"3 Nov 2024, 17:41","3 Nov 2024, 19:26",Butterfly (Pec Deck),0,66,10
"3 Nov 2024, 17:41","3 Nov 2024, 19:26",Butterfly (Pec Deck),1,66,7
"3 Nov 2024, 17:41","3 Nov 2024, 19:26",Butterfly (Pec Deck),2,59,2
